             data/nms/   I1_PH3.TAB          H2 + 105ppm PH3    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   76    80 
             data/nms/    I1_RG.TAB H2 + 10% He + 147ppm Ne     GP-J-NMS-3-ENTRY-V1.0 1998-04-17   47   300 
             data/nms/   I1_RGP.TAB H2 + 10%He + 147ppm NE +    GP-J-NMS-3-ENTRY-V1.0 1998-04-17  104   300 
             data/nms/ I2_ALKAN.TAB H2 + 9.973%He + 142ppm C    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   84   100 
             data/nms/  I2_CHMX.TAB H2 + (He + Hydrocarbons)    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   83   200 
             data/nms/ I2_H2NH3.TAB    H2 +(He + 317ppm NH3)    GP-J-NMS-3-ENTRY-V1.0 1998-04-17  135   100 
             data/nms/   I2_H2O.TAB         He + ~140ppm H2O    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   74   100 
             data/nms/   I2_H2S.TAB         H2 + ~161ppm H2S    GP-J-NMS-3-ENTRY-V1.0 1998-04-17  100   100 
             data/nms/   I2_HCN.TAB         He + ~145ppm HCN    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   90   100 
             data/nms/  I2_HYDR.TAB H2 + 9.9% He + 180ppm As    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   95   160 
             data/nms/   I2_NH3.TAB          He + 317ppm NH3    GP-J-NMS-3-ENTRY-V1.0 1998-04-17  120   100 
             data/nms/   I2_PH3.TAB         H2 + ~105ppm PH3    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   75    80 
             data/nms/    I2_RG.TAB 90% H2 + 10% He + ~150 p    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32   300 
             data/nms/ I2_UNSAT.TAB He + 144 ppm C2H2 + 156     GP-J-NMS-3-ENTRY-V1.0 1998-04-17  106   100 
             data/nms/ NMSCOEFF.TAB             NMSCOEFF.TAB    GP-J-NMS-3-ENTRY-V1.0             108    32 
             data/nms/  NMSDATA.TAB                 RAW DATA    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   60  7025 
             data/nms/ NMSSTEPS.TAB             NMSSTEPS.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   33  8192 
             data/nms/   PFUSIM.TAB H2 + 10% He mix: Simulat    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   33   398 
             data/nms/   RATIOS.TAB Measured Mixing Ratios o    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   70    20 
