TIME (SECONDS),asi_descent: ALTITUDE (KM),asi_descent: PRESSURE (BARS),asi_descent: TEMPERATURE (KELVINS),asi_descent: DENSITY (KG/M^3),asi_descent: GRAVITY (M/S^2),asi_descent: dz/dt (M/S),asi_descent: dT/dz (KELVINS/KILOMETER),dwe_wind: TEMPERATURE (KELVINS),dwe_wind: PRESSURE (BARS),dwe_wind: WIND (METER SECOND^-1),nfr_mctcnfdn: A (broad infrared) (W/m^2),nfr_mctcnfdn: B (solar radiation) (W/m^2),nfr_mctcnfdn: C (water absorption) (W/m^2),nfr_mctcnfdn: D (water emission) (W/m^2),nfr_mctcnfdn: E (methane absorption) (W/m^2),nep_scatter: PRESSURE (BARS),nep_scatter: 5.8 DEGREES (COUNTS),nep_scatter: 16 DEGREES (COUNTS),nep_scatter: 40 DEGREES (COUNTS),nep_scatter: 70 DEGREES (COUNTS),nep_scatter: 178 DEGREES (COUNTS),nep_scatter_baseline_subtracted: PRESSURE (BARS),nep_scatter_baseline_subtracted: 5.8 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 16 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 40 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 70 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 178 DEGREES (COUNTS),nep_scatter_baseline_divided: PRESSURE (BARS),nep_scatter_baseline_divided: 5.8 DEGREES,nep_scatter_baseline_divided: 16 DEGREES,nep_scatter_baseline_divided: 40 DEGREES,nep_scatter_baseline_divided: 70 DEGREES,nep_scatter_baseline_divided: 178 DEGREES,nep_xsec62: PRESSURE (BARS),nep_xsec62: M5.8 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M16 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M40 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M70 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M178 CROSS SECTION (METER^-1 STERADIAN^-1)
117.0,8.3105,0.7105,149,0.1327,23.272,-87.8,-2.092,148.6901,0.7096,89.378,5.8089,-3.103,0.3199,2.1998,-2.5585,0.7181,368,264,180,130,280,0.7181,-212,-120,-472,-532,-766,0.7181,0.6343,0.6875,0.2763,0.1963,0.2674,0.7181,0.0001,0.0,-0.0,-0.0,0.0
117.8,8.191,0.7142,149,0.1332,23.272,-87.4,-2.092,149.0098,0.7143,89.5747,5.7988,-3.048,0.3568,2.2196,-2.5281,0.722,376,268,182,133,292,0.72205,-206,-116,-473,-530,-758,0.722,0.6454,0.697,0.2779,0.2004,0.2779,0.722,0.0001,0.0,-0.0,-0.0,0.0
119.3,8.0317,0.7192,149,0.1338,23.272,-86.7333,-2.0917,149.3296,0.7191,89.7714,5.7887,-2.993,0.3937,2.2395,-2.4976,0.726,384,272,184,136,304,0.726,-201,-113,-474,-529,-750,0.726,0.6564,0.7065,0.2796,0.2045,0.2884,0.726,0.0001,0.0,-0.0,-0.0,0.0
122.3,7.8723,0.7241,150,0.1344,23.272,-86.0667,-2.0913,149.6493,0.7238,89.9681,5.7786,-2.938,0.4306,2.2593,-2.4672,0.7316,400,277,184,133,315,0.7316333333333334,-189,-108,-478,-534,-745,0.7316,0.6792,0.7191,0.2778,0.1998,0.297,0.7316,0.0001,0.0,-0.0,-0.0,0.0
123.3,7.713,0.7291,150,0.135,23.272,-85.4,-2.091,149.9691,0.7286,90.1796,5.7685,-2.883,0.4675,2.2791,-2.4367,0.7373,416,283,184,131,325,0.7372666666666666,-176,-104,-483,-539,-739,0.7373,0.702,0.7316,0.276,0.1952,0.3055,0.7373,0.0001,0.0,-0.0,-0.0,0.0
125.3,7.5537,0.7342,150,0.1357,23.2723,-86.1333,-2.091,150.2888,0.7335,90.391,5.7585,-2.828,0.5045,2.2989,-2.4063,0.7429,432,288,184,128,336,0.7429,-164,-99,-487,-544,-734,0.7429,0.7248,0.7442,0.2742,0.1905,0.314,0.7429,0.0001,0.0,-0.0,-0.0,0.0
127.7,7.3943,0.7392,151,0.1363,23.2727,-86.8667,-2.091,150.6086,0.7383,90.6025,5.7484,-2.773,0.5414,2.3187,-2.3758,0.7485,432,288,185,128,357,0.7485333333333334,-168,-100,-490,-547,-718,0.7485,0.7205,0.7429,0.2743,0.1897,0.3321,0.7485,0.0001,0.0,-0.0,-0.0,0.0
128.8,7.235,0.7442,151,0.1369,23.273,-87.6,-2.091,150.9283,0.7432,90.8267,5.7383,-2.718,0.5783,2.3385,-2.3454,0.7542,432,288,187,128,379,0.7541666666666667,-171,-100,-494,-549,-702,0.7542,0.7161,0.7416,0.2744,0.189,0.3502,0.7542,0.0001,0.0,-0.0,-0.0,0.0
131.3,7.1155,0.7481,151,0.1374,23.273,-87.575,-2.091,151.248,0.7481,91.051,5.7282,-2.663,0.6152,2.3584,-2.3149,0.7598,432,288,188,128,400,0.7598,-175,-101,-497,-552,-686,0.7598,0.7117,0.7404,0.2745,0.1882,0.3683,0.7598,0.0001,0.0,-0.0,-0.0,0.0
133.0,6.996,0.7519,152,0.1379,23.273,-87.55,-2.091,151.5677,0.753,91.2752,5.7181,-2.608,0.6521,2.3782,-2.2845,0.7641,436,288,191,129,408,0.7640750000000001,-174,-102,-498,-553,-682,0.7641,0.7147,0.7394,0.2774,0.1892,0.3742,0.7641,0.0001,0.0,-0.0,-0.0,0.0
134.2,6.8765,0.7558,152,0.1383,23.273,-87.525,-2.091,151.8008,0.7566,91.4475,5.708,-2.553,0.689,2.398,-2.254,0.7684,440,288,194,130,416,0.7683500000000001,-173,-102,-498,-554,-678,0.7684,0.7177,0.7385,0.2803,0.1902,0.38,0.7684,0.0001,0.0,-0.0,-0.0,0.0
134.4,6.757,0.7596,152,0.1388,23.273,-87.5,-2.091,152.034,0.7602,91.6198,5.6472,-2.6487,0.568,2.5332,-2.2725,0.7726,444,288,197,131,424,0.772625,-172,-102,-498,-554,-675,0.7726,0.7207,0.7375,0.2832,0.1912,0.3858,0.7726,0.0001,0.0,-0.0,-0.0,0.0
137.3,6.6372,0.7635,152,0.1393,23.273,-87.1,-2.0908,152.2671,0.7638,91.7921,5.5865,-2.7445,0.447,2.6685,-2.291,0.7769,448,288,200,132,432,0.7769,-171,-103,-499,-555,-671,0.7769,0.7237,0.7366,0.2861,0.1921,0.3917,0.7769,0.0001,0.0,-0.0,-0.0,0.0
138.3,6.5175,0.7674,152,0.1398,23.273,-86.7,-2.0905,152.5002,0.7674,91.9644,5.5258,-2.8402,0.326,2.8038,-2.3095,0.7812,472,296,199,132,432,0.7811750000000001,-150,-96,-504,-557,-676,0.7812,0.7587,0.756,0.2832,0.1916,0.3901,0.7812,0.0001,0.0,-0.0,-0.0,0.0
138.8,6.3977,0.7713,153,0.1403,23.273,-86.3,-2.0902,152.7262,0.771,92.1397,5.465,-2.936,0.205,2.939,-2.328,0.7854,496,304,198,132,432,0.78545,-128,-88,-508,-559,-680,0.7854,0.7936,0.7754,0.2803,0.191,0.3885,0.7854,0.0001,0.0,-0.0,-0.0,0.0
139.7,6.278,0.7752,153,0.1407,23.273,-85.9,-2.09,152.9523,0.7745,92.315,5.365,-2.914,0.2295,2.8565,-2.3038,0.7897,520,312,197,132,432,0.789725,-107,-80,-513,-561,-684,0.7897,0.8286,0.7948,0.2774,0.1905,0.3869,0.7897,0.0002,0.0,-0.0,-0.0,0.0
143.3,6.1585,0.7791,153,0.1412,23.2732,-85.175,-2.09,153.1784,0.778,92.4904,5.265,-2.892,0.254,2.774,-2.2795,0.794,544,320,196,132,432,0.794,-86,-73,-518,-563,-689,0.794,0.8635,0.8142,0.2745,0.1899,0.3854,0.794,0.0002,0.0,-0.0,-0.0,0.0
143.7,6.039,0.7831,154,0.1417,23.2735,-84.45,-2.09,153.4044,0.7816,92.6657,5.165,-2.87,0.2785,2.6915,-2.2553,0.7974,538,314,195,132,442,0.79742,-95,-80,-522,-565,-683,0.7974,0.8503,0.7969,0.2723,0.1895,0.3927,0.7974,0.0002,0.0,-0.0,-0.0,0.0
144.8,5.9195,0.787,154,0.1422,23.2738,-83.725,-2.09,153.7059,0.7864,92.909,5.065,-2.848,0.303,2.609,-2.231,0.8008,531,307,194,132,451,0.80084,-104,-87,-526,-566,-677,0.8008,0.8371,0.7795,0.2701,0.1891,0.3999,0.8008,0.0002,0.0,-0.0,-0.0,0.0
145.5,5.8,0.791,154,0.1427,23.274,-83.0,-2.09,154.0074,0.7911,93.1524,5.1795,-2.92,0.3455,2.6145,-2.2645,0.8043,525,301,194,132,461,0.8042600000000001,-112,-94,-529,-568,-670,0.8043,0.8239,0.7621,0.2678,0.1886,0.4072,0.8043,0.0002,0.0,-0.0,-0.0,0.0
149.0,5.6802,0.795,154,0.1432,23.274,-82.025,-2.0898,154.3089,0.7959,93.3957,5.294,-2.992,0.388,2.62,-2.298,0.8077,518,294,193,132,470,0.8076800000000001,-121,-101,-533,-569,-664,0.8077,0.8107,0.7447,0.2656,0.1882,0.4145,0.8077,0.0002,0.0,-0.0,-0.0,0.0
149.3,5.5605,0.799,154,0.1436,23.274,-81.05,-2.0895,154.5348,0.7995,93.5846,5.4085,-3.064,0.4305,2.6255,-2.3315,0.8111,512,288,192,132,480,0.8111,-130,-108,-537,-571,-658,0.8111,0.7975,0.7273,0.2634,0.1878,0.4218,0.8111,0.0002,0.0,-0.0,-0.0,0.0
150.8,5.4407,0.803,155,0.1441,23.274,-80.075,-2.0892,154.7608,0.8032,93.7735,5.523,-3.136,0.473,2.631,-2.365,0.8154,512,288,192,132,484,0.8154250000000001,-133,-108,-540,-573,-658,0.8154,0.7938,0.7264,0.2621,0.1872,0.4236,0.8154,0.0002,0.0,-0.0,-0.0,0.0
151.4,5.321,0.807,155,0.1446,23.274,-79.1,-2.089,154.9868,0.8068,93.9624,5.5215,-3.0865,0.409,2.5895,-2.3233,0.8198,512,288,192,132,488,0.81975,-136,-109,-544,-575,-659,0.8198,0.7902,0.7254,0.2609,0.1867,0.4254,0.8198,0.0002,0.0,-0.0,-0.0,0.0
154.3,5.2015,0.811,155,0.1451,23.274,-78.45,-2.089,155.2127,0.8104,94.1513,5.52,-3.037,0.345,2.548,-2.2815,0.8241,512,288,192,132,492,0.824075,-139,-110,-548,-577,-660,0.8241,0.7865,0.7245,0.2597,0.1862,0.4272,0.8241,0.0002,0.0,-0.0,-0.0,0.0
155.3,5.082,0.8151,156,0.1456,23.274,-77.8,-2.089,155.438,0.8141,94.3458,5.5185,-2.9875,0.281,2.5065,-2.2398,0.8284,512,288,192,132,496,0.8284,-142,-110,-551,-579,-660,0.8284,0.7829,0.7236,0.2584,0.1857,0.4291,0.8284,0.0002,0.0,-0.0,-0.0,0.0
156.8,4.9625,0.8191,156,0.1461,23.274,-77.15,-2.089,155.6634,0.8178,94.5404,5.517,-2.938,0.217,2.465,-2.198,0.8327,512,288,193,130,508,0.832725,-145,-110,-554,-583,-652,0.8327,0.7793,0.7227,0.2584,0.1823,0.4376,0.8327,0.0002,0.0,-0.0,-0.0,0.0
157.5,4.843,0.8232,156,0.1466,23.274,-76.5,-2.089,155.8888,0.8214,94.7349,5.4478,-2.9332,0.2445,2.4365,-2.211,0.837,512,288,194,128,520,0.8370500000000001,-148,-111,-557,-588,-645,0.837,0.7758,0.7218,0.2583,0.1789,0.4462,0.837,0.0002,0.0,-0.0,-0.0,0.0
159.7,4.7232,0.8273,156,0.1471,23.2742,-76.775,-2.0888,156.1141,0.8251,94.9294,5.3785,-2.9285,0.272,2.408,-2.224,0.8414,512,288,195,126,532,0.841375,-151,-112,-560,-592,-638,0.8414,0.7723,0.7209,0.2583,0.1756,0.4548,0.8414,0.0002,0.0,-0.0,-0.0,0.0
161.3,4.6035,0.8314,156,0.1476,23.2745,-77.05,-2.0885,156.336,0.8287,95.1266,5.3093,-2.9238,0.2995,2.3795,-2.237,0.8457,512,288,196,124,544,0.8457,-154,-112,-563,-596,-630,0.8457,0.7688,0.72,0.2582,0.1722,0.4634,0.8457,0.0002,0.0,-0.0,-0.0,0.0
162.8,4.4838,0.8355,157,0.1481,23.2747,-77.325,-2.0882,156.558,0.8324,95.3238,5.24,-2.919,0.327,2.351,-2.25,0.8501,520,292,196,124,544,0.850075,-149,-109,-567,-598,-635,0.8501,0.7772,0.7286,0.257,0.1717,0.4615,0.8501,0.0002,0.0,-0.0,-0.0,0.0
163.8,4.364,0.8396,157,0.1486,23.275,-77.6,-2.088,156.78,0.836,95.5209,5.202,-2.8452,0.3108,2.335,-2.2425,0.8544,528,296,196,124,544,0.8544499999999999,-144,-106,-570,-600,-640,0.8544,0.7856,0.7372,0.2557,0.1713,0.4597,0.8544,0.0002,0.0,-0.0,-0.0,0.0
165.0,4.2442,0.8438,157,0.1491,23.275,-78.5,-2.088,157.0019,0.8396,95.7181,5.164,-2.7715,0.2945,2.319,-2.235,0.8588,536,300,196,124,544,0.858825,-139,-102,-574,-602,-644,0.8588,0.794,0.7458,0.2545,0.1708,0.4578,0.8588,0.0002,0.0,-0.0,-0.0,0.0
167.3,4.1245,0.848,158,0.1496,23.275,-79.4,-2.088,157.2235,0.8433,95.921,5.126,-2.6978,0.2782,2.303,-2.2275,0.8632,544,304,196,124,544,0.8632,-134,-99,-578,-604,-649,0.8632,0.8024,0.7543,0.2532,0.1703,0.456,0.8632,0.0002,0.0,-0.0,-0.0,0.0
168.8,4.0047,0.8522,158,0.1501,23.275,-80.3,-2.088,157.4451,0.847,96.1238,5.088,-2.624,0.262,2.287,-2.22,0.8676,548,304,197,123,560,0.867575,-133,-100,-581,-607,-638,0.8676,0.8047,0.7534,0.2533,0.1685,0.4674,0.8676,0.0002,0.0,-0.0,-0.0,0.0
170.0,3.885,0.8563,158,0.1506,23.275,-81.2,-2.088,157.6667,0.8507,96.3267,5.0572,-2.6345,0.2698,2.3085,-2.231,0.872,552,304,198,122,576,0.87195,-132,-100,-584,-610,-626,0.872,0.807,0.7525,0.2534,0.1666,0.4788,0.872,0.0002,0.0,-0.0,-0.0,0.0
170.3,3.7652,0.8605,158,0.151,23.275,-81.8,-2.0878,157.8883,0.8544,96.5296,5.0265,-2.645,0.2775,2.33,-2.242,0.8763,556,304,199,121,592,0.876325,-131,-100,-586,-614,-615,0.8763,0.8093,0.7515,0.2534,0.1647,0.4902,0.8763,0.0002,0.0,-0.0,-0.0,0.0
173.3,3.6455,0.8648,158,0.1516,23.275,-82.4,-2.0875,158.1099,0.8582,96.7373,4.9958,-2.6555,0.2852,2.3515,-2.253,0.8807,560,304,200,120,608,0.8807,-130,-101,-589,-617,-604,0.8807,0.8116,0.7506,0.2535,0.1628,0.5017,0.8807,0.0002,0.0,-0.0,-0.0,0.0
174.8,3.5258,0.869,159,0.152,23.275,-83.0,-2.0872,158.3314,0.8619,96.945,4.965,-2.666,0.293,2.373,-2.264,0.8856,560,304,200,120,608,0.8856,-134,-102,-594,-620,-609,0.8856,0.8076,0.7492,0.2521,0.1623,0.4995,0.8856,0.0002,0.0,-0.0,-0.0,0.0
175.5,3.406,0.8732,159,0.1526,23.275,-83.6,-2.087,158.553,0.8656,97.1526,4.9587,-2.6833,0.2763,2.341,-2.2577,0.8905,560,304,200,120,608,0.8905000000000001,-137,-102,-598,-622,-614,0.8905,0.8035,0.7479,0.2507,0.1617,0.4974,0.8905,0.0002,0.0,-0.0,-0.0,0.0
175.7,3.286,0.8775,159,0.1531,23.2752,-83.65,-2.0868,158.7746,0.8694,97.3603,4.9523,-2.7007,0.2597,2.309,-2.2513,0.8954,560,304,200,120,608,0.8954,-140,-103,-602,-624,-620,0.8954,0.7995,0.7465,0.2492,0.1612,0.4952,0.8954,0.0002,0.0,-0.0,-0.0,0.0
180.0,3.166,0.8818,160,0.1536,23.2755,-83.7,-2.0865,159.217,0.877,97.7852,4.946,-2.718,0.243,2.277,-2.245,0.9003,560,304,200,120,608,0.9003,-144,-104,-607,-627,-625,0.9003,0.7955,0.7451,0.2478,0.1606,0.4931,0.9003,0.0002,0.0,-0.0,-0.0,0.0
181.0,3.046,0.8861,160,0.1541,23.2758,-83.75,-2.0862,159.6595,0.8846,98.2101,4.9397,-2.7353,0.2263,2.245,-2.2387,0.9054,556,300,199,121,608,0.90545,-152,-109,-612,-628,-631,0.9054,0.7857,0.734,0.2453,0.1614,0.4908,0.9054,0.0002,0.0,-0.0,-0.0,0.0
181.3,2.926,0.8904,160,0.1546,23.276,-83.8,-2.086,160.0982,0.8922,98.6385,4.9333,-2.7527,0.2097,2.213,-2.2323,0.9106,552,296,198,122,608,0.9106,-160,-114,-618,-630,-636,0.9106,0.776,0.7229,0.2427,0.1622,0.4886,0.9106,0.0002,0.0,-0.0,-0.0,0.0
186.3,2.7663,0.8962,160,0.1552,23.276,-82.6333,-2.086,160.537,0.8997,99.0668,4.927,-2.77,0.193,2.181,-2.226,0.9158,548,292,197,123,608,0.91575,-167,-118,-624,-632,-642,0.9158,0.7663,0.7118,0.2401,0.163,0.4863,0.9158,0.0002,0.0,-0.0,-0.0,0.0
187.0,2.6067,0.9019,161,0.1559,23.276,-81.4667,-2.086,160.7555,0.9035,99.2838,4.9207,-2.7873,0.1763,2.149,-2.2197,0.9209,544,288,196,124,608,0.9209,-175,-123,-629,-633,-648,0.9209,0.7566,0.7007,0.2376,0.1638,0.4841,0.9209,0.0002,0.0,-0.0,-0.0,0.0
187.2,2.447,0.9077,161,0.1566,23.276,-80.3,-2.086,160.974,0.9073,99.5007,4.9143,-2.8047,0.1597,2.117,-2.2133,0.9244,547,285,197,123,605,0.9243666666666668,-175,-126,-631,-636,-654,0.9244,0.7577,0.6934,0.2383,0.1617,0.4805,0.9244,0.0002,0.0,-0.0,-0.0,0.0
188.2,2.3273,0.9121,161,0.1571,23.2762,-79.875,-2.0858,161.1926,0.9111,99.7177,4.908,-2.822,0.143,2.085,-2.207,0.9278,549,283,199,121,603,0.9278333333333334,-175,-129,-633,-639,-661,0.9278,0.7587,0.6862,0.239,0.1596,0.477,0.9278,0.0002,0.0,-0.0,-0.0,0.0
191.7,2.2075,0.9165,162,0.1576,23.2765,-79.45,-2.0855,161.4111,0.9149,99.9346,4.9355,-2.6835,0.162,2.064,-2.211,0.9313,552,280,200,120,600,0.9313,-174,-132,-634,-642,-668,0.9313,0.7598,0.6789,0.2396,0.1574,0.4735,0.9313,0.0002,0.0,-0.0,-0.0,0.0
192.8,2.0878,0.9209,162,0.1581,23.2768,-79.025,-2.0852,161.6295,0.9188,100.1556,4.963,-2.545,0.181,2.043,-2.215,0.9348,555,277,201,119,597,0.9347666666666666,-174,-136,-636,-646,-674,0.9348,0.7608,0.6716,0.2403,0.1553,0.4699,0.9348,0.0002,0.0,-0.0,-0.0,0.0
193.0,1.968,0.9253,162,0.1587,23.277,-78.6,-2.085,161.8478,0.9226,100.3766,4.951,-2.5745,0.237,2.0643,-2.2155,0.9382,557,275,203,117,595,0.9382333333333334,-174,-139,-638,-649,-680,0.9382,0.7619,0.6643,0.241,0.1532,0.4664,0.9382,0.0002,0.0,-0.0,-0.0,0.0
194.0,1.848,0.9298,162,0.1592,23.277,-78.75,-2.0848,162.0662,0.9265,100.5977,4.939,-2.604,0.293,2.0855,-2.216,0.9417,560,272,204,116,592,0.9417,-174,-142,-640,-652,-687,0.9417,0.7629,0.657,0.2417,0.151,0.4629,0.9417,0.0002,0.0,-0.0,-0.0,0.0
197.0,1.728,0.9343,162,0.1597,23.277,-78.9,-2.0845,162.2845,0.9304,100.8187,4.927,-2.6335,0.349,2.1068,-2.2165,0.9469,564,276,203,114,608,0.9469,-174,-139,-646,-657,-677,0.9469,0.7647,0.6654,0.2392,0.1479,0.4731,0.9469,0.0002,0.0,-0.0,-0.0,0.0
198.8,1.608,0.9387,163,0.1602,23.277,-79.05,-2.0842,162.5026,0.9343,101.0431,4.915,-2.663,0.405,2.128,-2.217,0.9521,568,280,202,112,624,0.9521,-173,-136,-652,-662,-666,0.9521,0.7665,0.6738,0.2367,0.1448,0.4834,0.9521,0.0002,0.0,-0.0,-0.0,0.0
199.4,1.488,0.9432,163,0.1607,23.277,-79.2,-2.084,162.7206,0.9382,101.2675,4.8418,-2.6815,0.3602,2.126,-2.1972,0.9573,572,284,201,110,640,0.9573,-172,-132,-657,-666,-656,0.9573,0.7683,0.6822,0.2342,0.1417,0.4936,0.9573,0.0002,0.0,-0.0,-0.0,0.0
201.0,1.368,0.9477,163,0.1612,23.277,-79.2,-2.084,162.9387,0.9421,101.4919,4.7685,-2.7,0.3155,2.124,-2.1775,0.9625,576,288,200,108,656,0.9625,-172,-129,-663,-671,-646,0.9625,0.7701,0.6906,0.2317,0.1386,0.5038,0.9625,0.0002,0.0,-0.0,-0.0,0.0
202.3,1.248,0.9522,164,0.1618,23.277,-79.2,-2.084,163.1568,0.946,101.7163,4.6952,-2.7185,0.2708,2.122,-2.1578,0.9667,589,291,201,106,675,0.9667,-162,-126,-666,-675,-631,0.9667,0.7836,0.6973,0.2317,0.1362,0.5166,0.9667,0.0002,0.0,-0.0,-0.0,0.0
204.8,1.128,0.9567,164,0.1623,23.277,-79.2,-2.084,163.4461,0.9513,102.0173,4.622,-2.737,0.226,2.12,-2.138,0.9709,602,294,202,105,694,0.9709,-153,-124,-669,-679,-617,0.9709,0.7971,0.7039,0.2316,0.1338,0.5293,0.9709,0.0002,0.0,-0.0,-0.0,0.0
205.4,1.008,0.9613,164,0.1628,23.277,-79.2,-2.084,163.7353,0.9565,102.3184,4.6932,-2.7318,0.2537,2.2285,-2.1165,0.9751,614,298,202,103,714,0.9751,-143,-121,-672,-682,-602,0.9751,0.8106,0.7105,0.2315,0.1314,0.5421,0.9751,0.0002,0.0,-0.0,-0.0,0.0
207.7,0.888,0.9658,164,0.1633,23.2772,-79.1,-2.0835,164.0246,0.9618,102.6194,4.7645,-2.7265,0.2815,2.337,-2.095,0.9793,627,301,203,102,733,0.9793,-134,-119,-675,-686,-588,0.9793,0.8242,0.7172,0.2314,0.129,0.5548,0.9793,0.0002,0.0,-0.0,-0.0,0.0
208.0,0.768,0.9704,164,0.1638,23.2775,-79.0,-2.083,164.2379,0.9657,102.8436,4.8358,-2.7213,0.3093,2.4455,-2.0735,0.9835,640,304,204,100,752,0.9835,-124,-116,-678,-690,-573,0.9835,0.8377,0.7238,0.2313,0.1266,0.5675,0.9835,0.0002,0.0,-0.0,-0.0,0.0
210.8,0.648,0.975,165,0.1644,23.2777,-78.9,-2.0825,164.4512,0.9696,103.0678,4.907,-2.716,0.337,2.554,-2.052,0.9889,632,304,202,99,740,0.988875,-136,-117,-685,-694,-591,0.9889,0.8234,0.7225,0.2279,0.1249,0.5561,0.9889,0.0002,0.0,-0.0,-0.0,0.0
211.3,0.528,0.9796,165,0.1649,23.278,-78.8,-2.082,164.6645,0.9735,103.292,4.9375,-2.6842,0.345,2.4508,-2.0512,0.9942,624,304,200,98,728,0.99425,-148,-118,-692,-698,-609,0.9942,0.8091,0.7212,0.2244,0.1232,0.5447,0.9942,0.0002,0.0,-0.0,-0.0,0.0
213.0,0.408,0.9842,165,0.1654,23.278,-77.9,-2.082,164.8778,0.9774,103.5162,4.968,-2.6525,0.353,2.3475,-2.0505,0.9996,616,304,198,97,716,0.999625,-159,-118,-698,-701,-627,0.9996,0.7948,0.72,0.221,0.1215,0.5333,0.9996,0.0002,0.0,-0.0,-0.0,0.0
215.0,0.288,0.9889,166,0.166,23.278,-77.0,-2.082,165.0908,0.9813,103.7421,4.9985,-2.6208,0.361,2.2442,-2.0498,1.005,608,304,196,96,704,1.005,-171,-119,-705,-705,-645,1.005,0.7805,0.7187,0.2175,0.1199,0.5219,1.005,0.0002,0.0,-0.0,-0.0,0.0
216.8,0.168,0.9935,166,0.1665,23.278,-76.1,-2.082,165.3037,0.9852,103.9679,5.029,-2.589,0.369,2.141,-2.049,1.0092,659,326,201,96,768,1.0092,-123,-97,-704,-707,-586,1.0092,0.842,0.7698,0.2219,0.1195,0.5668,1.0092,0.0003,0.0,-0.0,-0.0,0.0
217.8,0.048,0.9981,166,0.167,23.278,-75.2,-2.082,165.5166,0.9892,104.1938,5.0102,-2.612,0.3376,2.0806,-2.0852,1.0134,710,349,206,96,832,1.0134,-75,-76,-703,-709,-526,1.0134,0.9036,0.8209,0.2262,0.1192,0.6117,1.0134,0.0003,0.0,-0.0,-0.0,0.0
218.3,0.024,0.9991,166,0.169,23.278,-74.85,-2.082,165.7296,0.9931,104.4196,4.9914,-2.635,0.3062,2.0202,-2.1214,1.0176,762,371,210,96,896,1.0176,-26,-54,-702,-712,-467,1.0176,0.9651,0.872,0.2305,0.1189,0.6566,1.0176,0.0003,0.0,-0.0,-0.0,0.0
218.4,0.0,1.0,166,0.171,23.278,-74.5,-2.082,165.9406,0.997,104.6466,4.9726,-2.658,0.2748,1.9598,-2.1576,1.0218,813,394,215,96,960,1.0218,22,-33,-701,-714,-407,1.0218,1.0266,0.9231,0.2348,0.1186,0.7015,1.0218,0.0004,0.0001,-0.0,-0.0,0.0
222.0,-0.1085,1.0042,166,0.1706,23.278,-75.2,-2.0818,166.1517,1.001,104.8737,4.9538,-2.681,0.2434,1.8994,-2.1938,1.026,864,416,220,96,1024,1.026,70,-11,-700,-716,-348,1.026,1.0882,0.9742,0.2391,0.1182,0.7464,1.026,0.0004,0.0001,-0.0,-0.0,0.0
222.8,-0.217,1.0085,166,0.1701,23.278,-75.9,-2.0815,166.3627,1.005,105.1008,4.935,-2.704,0.212,1.839,-2.23,1.0302,883,422,221,94,1050,1.0302,86,-5,-703,-720,-327,1.0302,1.1079,0.9878,0.239,0.116,0.7621,1.0302,0.0004,0.0001,-0.0,-0.0,0.0
223.7,-0.3255,1.0128,167,0.1696,23.278,-76.6,-2.0812,166.5737,1.0089,105.3278,4.6893,-2.645,0.2517,1.856,-2.167,1.0344,902,429,222,93,1075,1.0344,102,1,-706,-724,-306,1.0344,1.1276,1.0013,0.2389,0.1137,0.7779,1.0344,0.0004,0.0001,-0.0,-0.0,0.0
224.3,-0.434,1.017,167,0.1692,23.278,-77.3,-2.081,166.8547,1.0142,105.6319,4.4437,-2.586,0.2913,1.873,-2.104,1.0386,922,435,222,91,1101,1.0386,119,6,-709,-727,-286,1.0386,1.1473,1.0148,0.2388,0.1114,0.7937,1.0386,0.0004,0.0001,-0.0,-0.0,0.0
228.8,-0.5937,1.0233,167,0.1699,23.2783,-77.0667,-2.0807,167.1356,1.0196,105.9361,4.198,-2.527,0.331,1.89,-2.041,1.0428,941,442,223,90,1126,1.0428,135,12,-712,-731,-265,1.0428,1.167,1.0283,0.2387,0.1092,0.8094,1.0428,0.0004,0.0001,-0.0,-0.0,0.0
229.0,-0.7533,1.0297,168,0.1706,23.2787,-76.8333,-2.0803,167.4166,1.0249,106.2402,4.2428,-2.5505,0.33,1.887,-2.04,1.047,960,448,224,88,1152,1.047,151,18,-715,-735,-244,1.047,1.1867,1.0419,0.2386,0.1069,0.8252,1.047,0.0005,0.0001,-0.0,-0.0,0.0
230.1,-0.913,1.036,168,0.1713,23.279,-76.6,-2.08,167.843,1.033,106.7042,4.2875,-2.574,0.329,1.884,-2.039,1.0525,976,452,223,86,1184,1.0525,163,21,-721,-740,-218,1.0525,1.2007,1.0493,0.2363,0.1041,0.8444,1.0525,0.0005,0.0001,-0.0,-0.0,0.0
234.3,-1.0332,1.0408,168,0.1718,23.279,-76.625,-2.0798,168.2694,1.0412,107.1681,4.3322,-2.5975,0.328,1.881,-2.038,1.058,992,456,222,84,1216,1.0579999999999998,176,24,-726,-745,-192,1.058,1.2147,1.0567,0.2341,0.1014,0.8636,1.058,0.0005,0.0001,-0.0,-0.0,0.0
