TIME (SECONDS),asi_descent: ALTITUDE (KM),asi_descent: PRESSURE (BARS),asi_descent: TEMPERATURE (KELVINS),asi_descent: DENSITY (KG/M^3),asi_descent: GRAVITY (M/S^2),asi_descent: dz/dt (M/S),asi_descent: dT/dz (KELVINS/KILOMETER),dwe_wind: TEMPERATURE (KELVINS),dwe_wind: PRESSURE (BARS),dwe_wind: WIND (METER SECOND^-1),nfr_mctcnfdn: A (broad infrared) (W/m^2),nfr_mctcnfdn: B (solar radiation) (W/m^2),nfr_mctcnfdn: C (water absorption) (W/m^2),nfr_mctcnfdn: D (water emission) (W/m^2),nfr_mctcnfdn: E (methane absorption) (W/m^2),nep_scatter: PRESSURE (BARS),nep_scatter: 5.8 DEGREES (COUNTS),nep_scatter: 16 DEGREES (COUNTS),nep_scatter: 40 DEGREES (COUNTS),nep_scatter: 70 DEGREES (COUNTS),nep_scatter: 178 DEGREES (COUNTS),nep_scatter_baseline_subtracted: PRESSURE (BARS),nep_scatter_baseline_subtracted: 5.8 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 16 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 40 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 70 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 178 DEGREES (COUNTS),nep_scatter_baseline_divided: PRESSURE (BARS),nep_scatter_baseline_divided: 5.8 DEGREES,nep_scatter_baseline_divided: 16 DEGREES,nep_scatter_baseline_divided: 40 DEGREES,nep_scatter_baseline_divided: 70 DEGREES,nep_scatter_baseline_divided: 178 DEGREES,nep_xsec62: PRESSURE (BARS),nep_xsec62: M5.8 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M16 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M40 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M70 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M178 CROSS SECTION (METER^-1 STERADIAN^-1)
2767.7,-111.1086,15.6221,386,1.1211,23.361,-29.6571,-1.9437,382.4326,15.1054,169.4695,0.6037,1.4763,20.6443,11.4127,2.403,15.57,-667,-555,-1109,-1216,-491,15.57,-2747,-1488,-3627,-3786,-5799,15.57,-0.3204,-0.5945,-0.4406,-0.4732,-0.0924,15.57,0.0004,0.0001,0.0002,0.0001,0.0
2773.0,-111.1829,15.6417,386,1.1221,23.361,-29.7857,-1.9436,382.7346,15.1456,169.4621,0.7128,1.4532,20.8316,11.5648,2.4137,15.59,-661,-565,-1131,-1216,-485,15.59,-2746,-1499,-3653,-3790,-5808,15.59,-0.3173,-0.6053,-0.4482,-0.4724,-0.0912,15.59,0.0003,0.0001,0.0002,0.0001,0.0
2773.3,-111.2571,15.6613,387,1.1231,23.361,-29.9143,-1.9434,382.8349,15.159,169.4597,0.8219,1.4301,21.0188,11.7169,2.4243,15.61,-656,-576,-1152,-1216,-480,15.61,-2744,-1511,-3679,-3795,-5816,15.61,-0.3142,-0.616,-0.4559,-0.4715,-0.09,15.61,0.0003,0.0001,0.0002,0.0001,0.0
2774.2,-111.3314,15.6809,387,1.1241,23.361,-30.0429,-1.9433,382.9352,15.1723,169.4574,0.931,1.407,21.206,11.869,2.435,15.622,-666,-576,-1152,-1216,-480,15.622,-2756,-1512,-3682,-3798,-5824,15.622,-0.3184,-0.6155,-0.4554,-0.471,-0.0898,15.622,0.0003,0.0001,0.0002,0.0001,0.0
2778.3,-111.4057,15.7004,387,1.1251,23.361,-30.1714,-1.9431,383.0355,15.1857,169.455,0.9953,1.5647,20.936,12.0967,2.5523,15.634,-675,-576,-1152,-1216,-480,15.634,-2768,-1513,-3684,-3800,-5833,15.634,-0.3226,-0.615,-0.4549,-0.4706,-0.0897,15.634,0.0003,0.0001,0.0002,0.0001,0.0
2778.6,-111.48,15.72,387,1.1261,23.361,-30.3,-1.943,383.1096,15.1955,169.4534,1.0597,1.7223,20.666,12.3243,2.6697,15.646,-685,-576,-1152,-1216,-480,15.646,-2780,-1513,-3687,-3803,-5841,15.646,-0.3268,-0.6145,-0.4545,-0.4701,-0.0895,15.646,0.0003,0.0001,0.0002,0.0001,0.0
2778.8,-111.5367,15.7351,387,1.1269,23.3611,-30.1889,-1.9429,383.1838,15.2054,169.4518,1.124,1.88,20.396,12.552,2.787,15.658,-694,-576,-1152,-1216,-480,15.658,-2792,-1514,-3689,-3805,-5850,15.658,-0.331,-0.6139,-0.454,-0.4696,-0.0894,15.658,0.0003,0.0001,0.0002,0.0001,0.0
2781.3,-111.5933,15.7502,387,1.1276,23.3612,-30.0778,-1.9428,383.258,15.2152,169.4501,1.1887,1.8097,20.938,12.4127,2.7217,15.67,-704,-576,-1152,-1216,-480,15.67,-2804,-1515,-3692,-3808,-5858,15.67,-0.3352,-0.6134,-0.4535,-0.4691,-0.0893,15.67,0.0003,0.0001,0.0002,0.0001,0.0
2783.7,-111.65,15.7653,387,1.1284,23.3613,-29.9667,-1.9427,383.3321,15.225,169.4485,1.2533,1.7393,21.48,12.2733,2.6563,15.685,-700,-584,-1168,-1232,-500,15.685,-2802,-1524,-3712,-3827,-5888,15.685,-0.3329,-0.6214,-0.4592,-0.4747,-0.0928,15.685,0.0003,0.0001,0.0002,0.0001,0.0
2784.8,-111.7067,15.7804,387,1.1291,23.3614,-29.8556,-1.9426,383.4802,15.2447,169.4454,1.318,1.669,22.022,12.134,2.591,15.7,-696,-592,-1184,-1248,-520,15.7,-2801,-1532,-3731,-3846,-5918,15.7,-0.3307,-0.6294,-0.4648,-0.4802,-0.0963,15.7,0.0003,0.0001,0.0001,0.0001,0.0
2789.0,-111.7633,15.7956,388,1.1299,23.3616,-29.7444,-1.9424,383.6283,15.2644,169.4423,0.8617,1.559,23.3403,12.2617,2.605,15.715,-692,-600,-1200,-1264,-540,15.715,-2800,-1541,-3750,-3866,-5949,15.715,-0.3284,-0.6374,-0.4705,-0.4858,-0.0998,15.715,0.0003,0.0001,0.0001,0.0001,0.0
2789.3,-111.82,15.8107,388,1.1306,23.3617,-29.6333,-1.9423,383.7271,15.2776,169.4404,0.4053,1.449,24.6587,12.3893,2.619,15.73,-688,-608,-1216,-1280,-560,15.73,-2798,-1550,-3770,-3885,-5979,15.73,-0.3261,-0.6454,-0.4761,-0.4914,-0.1033,15.73,0.0003,0.0001,0.0001,0.0001,0.0
2790.8,-111.8767,15.8258,388,1.1314,23.3618,-29.5222,-1.9422,383.8259,15.2907,169.4384,-0.051,1.339,25.977,12.517,2.633,15.7475,-708,-608,-1216,-1264,-540,15.7475,-2821,-1551,-3773,-3872,-5969,15.7475,-0.3351,-0.6448,-0.4755,-0.4846,-0.0995,15.7475,0.0003,0.0001,0.0001,0.0001,0.0
2794.3,-111.9333,15.8409,388,1.1321,23.3619,-29.4111,-1.9421,383.9247,15.3039,169.4365,0.2185,1.8265,25.7595,12.43,2.8055,15.765,-728,-608,-1216,-1248,-520,15.765,-2844,-1552,-3776,-3860,-5960,15.765,-0.3441,-0.6441,-0.4749,-0.4779,-0.0956,15.765,0.0003,0.0001,0.0001,0.0001,0.0
2796.8,-111.99,15.856,388,1.1329,23.362,-29.3,-1.942,384.0248,15.3173,169.4347,0.488,2.314,25.542,12.343,2.978,15.7825,-748,-608,-1216,-1232,-500,15.7825,-2866,-1553,-3780,-3847,-5950,15.7825,-0.3531,-0.6434,-0.4743,-0.4712,-0.0918,15.7825,0.0003,0.0001,0.0001,0.0001,0.0
2797.3,-112.0478,15.8713,388,1.1337,23.362,-29.2333,-1.9421,384.1249,15.3306,169.4328,0.9603,2.367,25.0647,12.4863,3.0897,15.8,-768,-608,-1216,-1216,-480,15.8,-2889,-1554,-3783,-3834,-5940,15.8,-0.3621,-0.6427,-0.4737,-0.4645,-0.0879,15.8,0.0003,0.0001,0.0001,0.0001,0.0
2799.7,-112.1056,15.8867,388,1.1345,23.362,-29.1667,-1.9422,384.225,15.344,169.431,1.4327,2.42,24.5873,12.6297,3.2013,15.815,-764,-608,-1200,-1232,-496,15.815,-2888,-1555,-3770,-3853,-5966,15.815,-0.3598,-0.6422,-0.4669,-0.47,-0.0907,15.815,0.0003,0.0001,0.0001,0.0001,0.0
2802.8,-112.1633,15.902,388,1.1352,23.362,-29.1,-1.9423,384.376,15.3642,169.4284,1.905,2.473,24.11,12.773,3.313,15.83,-760,-608,-1184,-1248,-512,15.83,-2886,-1556,-3758,-3872,-5992,15.83,-0.3574,-0.6417,-0.4601,-0.4755,-0.0934,15.83,0.0002,0.0001,0.0001,0.0001,0.0
2805.0,-112.2211,15.9173,388,1.136,23.362,-29.0333,-1.9424,384.527,15.3845,169.4258,1.607,2.445,24.6783,12.9157,3.3953,15.845,-756,-608,-1168,-1264,-528,15.845,-2885,-1556,-3745,-3892,-6018,15.845,-0.3551,-0.6412,-0.4533,-0.481,-0.0962,15.845,0.0002,0.0001,0.0001,0.0001,0.0
2805.3,-112.2789,15.9327,389,1.1368,23.362,-28.9667,-1.9426,384.6276,15.398,169.4242,1.309,2.417,25.2467,13.0583,3.4777,15.86,-752,-608,-1152,-1280,-544,15.86,-2884,-1557,-3732,-3911,-6044,15.86,-0.3527,-0.6407,-0.4465,-0.4865,-0.0989,15.86,0.0002,0.0001,0.0001,0.0001,0.0
2808.8,-112.3367,15.948,389,1.1376,23.362,-28.9,-1.9427,384.7281,15.4115,169.4226,1.011,2.389,25.815,13.201,3.56,15.88,-768,-613,-1173,-1259,-555,15.88,-2903,-1563,-3758,-3894,-6069,15.88,-0.3596,-0.6456,-0.454,-0.4776,-0.1006,15.88,0.0002,0.0001,0.0001,0.0001,0.0
2810.3,-112.3944,15.9633,389,1.1383,23.362,-28.8333,-1.9428,384.8287,15.425,169.421,0.9265,2.365,26.571,13.3128,3.54,15.9,-784,-619,-1195,-1237,-565,15.9,-2923,-1570,-3783,-3877,-6093,15.9,-0.3666,-0.6505,-0.4615,-0.4688,-0.1023,15.9,0.0002,0.0001,0.0001,0.0001,0.0
2813.3,-112.4522,15.9787,389,1.1391,23.362,-28.7667,-1.9429,384.9036,15.4351,169.4199,0.842,2.341,27.327,13.4245,3.52,15.92,-800,-624,-1216,-1216,-576,15.92,-2942,-1576,-3809,-3860,-6118,15.92,-0.3735,-0.6555,-0.469,-0.4599,-0.1039,15.92,0.0002,0.0001,0.0001,0.0001,0.0
2813.8,-112.51,15.994,389,1.1399,23.362,-28.7,-1.943,384.9785,15.4452,169.4188,0.7575,2.317,28.083,13.5362,3.5,15.932,-806,-634,-1216,-1229,-579,15.932,-2951,-1586,-3812,-3875,-6129,15.932,-0.3761,-0.665,-0.4685,-0.4643,-0.1044,15.932,0.0002,0.0001,0.0001,0.0001,0.0
2814.8,-112.562,16.0079,389,1.1406,23.362,-28.78,-1.9432,385.0534,15.4552,169.4178,0.673,2.293,28.839,13.648,3.48,15.944,-813,-643,-1216,-1242,-582,15.944,-2959,-1597,-3814,-3890,-6140,15.944,-0.3787,-0.6744,-0.468,-0.4687,-0.1048,15.944,0.0002,0.0001,0.0001,0.0001,0.0
2815.7,-112.614,16.0218,389,1.1413,23.362,-28.86,-1.9434,385.1283,15.4653,169.4167,0.5838,2.4444,29.6632,13.6058,3.5922,15.956,-819,-653,-1216,-1254,-586,15.956,-2968,-1607,-3817,-3906,-6152,15.956,-0.3813,-0.6839,-0.4676,-0.4731,-0.1052,15.956,0.0002,0.0001,0.0001,0.0001,0.0
2821.0,-112.666,16.0357,389,1.142,23.362,-28.94,-1.9436,385.4274,15.5056,169.4127,0.4946,2.5958,30.4874,13.5636,3.7044,15.968,-826,-662,-1216,-1267,-589,15.968,-2976,-1618,-3819,-3921,-6163,15.968,-0.3838,-0.6934,-0.4671,-0.4775,-0.1056,15.968,0.0002,0.0001,0.0001,0.0001,0.0
2821.3,-112.718,16.0496,389,1.1427,23.362,-29.02,-1.9438,385.577,15.5258,169.4109,0.4054,2.7472,31.3116,13.5214,3.8166,15.98,-832,-672,-1216,-1280,-592,15.98,-2985,-1628,-3822,-3936,-6174,15.98,-0.3864,-0.7029,-0.4666,-0.4819,-0.1061,15.98,0.0002,0.0001,0.0001,0.0001,0.0
2826.3,-112.77,16.0635,390,1.1434,23.362,-29.1,-1.944,385.7266,15.546,169.4091,0.3162,2.8986,32.1358,13.4792,3.9288,16.0033,-864,-693,-1237,-1280,-603,16.003333333333334,-3020,-1650,-3848,-3940,-6198,16.0033,-0.4006,-0.7244,-0.474,-0.4811,-0.1077,16.0033,0.0002,0.0001,0.0001,0.0001,0.0
2828.2,-112.822,16.0774,390,1.144,23.362,-29.18,-1.9442,385.826,15.5595,169.408,0.227,3.05,32.96,13.437,4.041,16.0267,-896,-715,-1259,-1280,-613,16.026666666666667,-3056,-1673,-3873,-3945,-6223,16.0267,-0.4148,-0.746,-0.4814,-0.4804,-0.1093,16.0267,0.0002,0.0001,0.0001,0.0001,0.0
2829.3,-112.874,16.0913,390,1.1447,23.362,-29.26,-1.9444,385.9253,15.5729,169.407,0.516,2.7823,32.59,13.992,3.9673,16.05,-928,-736,-1280,-1280,-624,16.05,-3091,-1695,-3899,-3949,-6247,16.05,-0.429,-0.7675,-0.4887,-0.4796,-0.111,16.05,0.0002,0.0001,0.0001,0.0,0.0
2831.7,-112.926,16.1052,390,1.1454,23.362,-29.34,-1.9446,386.0247,15.5864,169.4059,0.805,2.5147,32.22,14.547,3.8937,16.062,-938,-739,-1280,-1280,-634,16.062,-3103,-1699,-3901,-3951,-6265,16.062,-0.4331,-0.7703,-0.4883,-0.4792,-0.1125,16.062,0.0002,0.0001,0.0001,0.0,0.0
2832.8,-112.978,16.1191,390,1.1461,23.362,-29.42,-1.9448,386.1227,15.5998,169.405,1.094,2.247,31.85,15.102,3.82,16.074,-947,-742,-1280,-1280,-643,16.074,-3114,-1703,-3904,-3954,-6282,16.074,-0.4371,-0.7732,-0.4878,-0.4787,-0.114,16.074,0.0002,0.0001,0.0001,0.0,0.0
2833.2,-113.03,16.133,390,1.1468,23.362,-29.5,-1.945,386.2206,15.6131,169.404,1.1968,2.448,31.832,15.0715,3.9082,16.086,-957,-746,-1280,-1280,-653,16.086,-3126,-1706,-3906,-3956,-6300,16.086,-0.4411,-0.776,-0.4874,-0.4783,-0.1156,16.086,0.0002,0.0001,0.0001,0.0,0.0
2837.0,-113.0938,16.1504,390,1.1477,23.3621,-29.6,-1.9449,386.3186,15.6265,169.4031,1.2995,2.649,31.814,15.041,3.9965,16.098,-966,-749,-1280,-1280,-662,16.098,-3137,-1710,-3909,-3959,-6317,16.098,-0.4451,-0.7789,-0.487,-0.4779,-0.1171,16.098,0.0002,0.0001,0.0001,0.0,0.0
2837.3,-113.1575,16.1677,390,1.1486,23.3622,-29.7,-1.9448,386.4164,15.6399,169.4023,1.4022,2.85,31.796,15.0105,4.0848,16.11,-976,-752,-1280,-1280,-672,16.11,-3149,-1714,-3911,-3961,-6335,16.11,-0.4491,-0.7817,-0.4865,-0.4774,-0.1187,16.11,0.0002,0.0001,0.0001,0.0,0.0
2838.8,-113.2212,16.1851,390,1.1494,23.3624,-29.8,-1.9446,386.5141,15.6533,169.4015,1.505,3.051,31.778,14.98,4.173,16.1275,-980,-772,-1280,-1280,-672,16.127499999999998,-3156,-1735,-3914,-3964,-6345,16.1275,-0.4505,-0.8018,-0.4859,-0.4769,-0.1185,16.1275,0.0002,0.0001,0.0001,0.0,0.0
2842.3,-113.285,16.2025,390,1.1503,23.3625,-29.9,-1.9445,386.6119,15.6667,169.4007,1.434,2.8775,31.865,15.317,4.211,16.145,-984,-792,-1280,-1280,-672,16.145,-3162,-1756,-3918,-3967,-6355,16.145,-0.4518,-0.8219,-0.4853,-0.4764,-0.1182,16.145,0.0002,0.0001,0.0001,0.0,0.0
2844.8,-113.3488,16.2199,391,1.1512,23.3626,-30.0,-1.9444,386.7097,15.6801,169.4,1.363,2.704,31.952,15.654,4.249,16.1625,-988,-812,-1280,-1280,-672,16.1625,-3168,-1776,-3921,-3970,-6365,16.1625,-0.4531,-0.8421,-0.4847,-0.4758,-0.118,16.1625,0.0002,0.0001,0.0001,0.0,0.0
2845.3,-113.4125,16.2372,391,1.152,23.3627,-30.1,-1.9442,386.8076,15.6936,169.3994,1.3647,2.8468,32.7175,15.4582,4.3328,16.18,-992,-832,-1280,-1280,-672,16.18,-3175,-1797,-3924,-3973,-6375,16.18,-0.4544,-0.8622,-0.4841,-0.4753,-0.1178,16.18,0.0002,0.0001,0.0001,0.0,0.0
2847.7,-113.4762,16.2546,391,1.1529,23.3629,-30.2,-1.9441,386.9054,15.707,169.3987,1.3665,2.9895,33.483,15.2625,4.4165,16.192,-1011,-845,-1293,-1293,-669,16.192,-3196,-1810,-3939,-3988,-6380,16.192,-0.4627,-0.8749,-0.4885,-0.4796,-0.1171,16.192,0.0002,0.0001,0.0001,0.0,0.0
2849.3,-113.54,16.272,391,1.1538,23.363,-30.3,-1.944,387.0045,15.7205,169.3981,1.3683,3.1322,34.2485,15.0668,4.5002,16.204,-1030,-858,-1306,-1306,-666,16.204,-3218,-1824,-3954,-4003,-6385,16.204,-0.471,-0.8876,-0.4929,-0.4839,-0.1164,16.204,0.0002,0.0001,0.0001,0.0,0.0
2850.8,-113.5967,16.2876,391,1.1546,23.363,-30.2556,-1.9441,387.1035,15.7339,169.3976,1.37,3.275,35.014,14.871,4.584,16.216,-1050,-870,-1318,-1318,-662,16.215999999999998,-3239,-1837,-3970,-4019,-6389,16.216,-0.4793,-0.9002,-0.4973,-0.4882,-0.1157,16.216,0.0002,0.0001,0.0001,0.0,0.0
2853.0,-113.6533,16.3031,391,1.1554,23.363,-30.2111,-1.9442,387.2026,15.7474,169.397,1.7877,3.4763,33.71,15.098,4.704,16.228,-1069,-883,-1331,-1331,-659,16.227999999999998,-3261,-1851,-3985,-4034,-6394,16.228,-0.4876,-0.9129,-0.5016,-0.4925,-0.1149,16.228,0.0002,0.0001,0.0001,0.0,0.0
2853.3,-113.71,16.3187,391,1.1561,23.363,-30.1667,-1.9443,387.3023,15.761,169.3966,2.2053,3.6777,32.406,15.325,4.824,16.24,-1088,-896,-1344,-1344,-656,16.24,-3282,-1864,-4000,-4049,-6399,16.24,-0.4959,-0.9256,-0.506,-0.4969,-0.1142,16.24,0.0002,0.0001,0.0001,0.0,0.0
2856.8,-113.7667,16.3342,391,1.1569,23.363,-30.1222,-1.9444,387.4019,15.7745,169.3961,2.623,3.879,31.102,15.552,4.944,16.26,-1109,-901,-1344,-1344,-656,16.259999999999998,-3307,-1871,-4004,-4053,-6412,16.26,-0.5048,-0.9298,-0.5053,-0.4961,-0.114,16.26,0.0002,0.0001,0.0001,0.0,0.0
2858.3,-113.8233,16.3498,392,1.1577,23.363,-30.0778,-1.9446,387.5016,15.7881,169.3957,2.4323,3.5277,33.1737,15.5797,4.7963,16.28,-1131,-907,-1344,-1344,-656,16.28,-3331,-1877,-4008,-4057,-6426,16.28,-0.5138,-0.9341,-0.5045,-0.4954,-0.1137,16.28,0.0002,0.0001,0.0001,0.0,0.0
2861.3,-113.88,16.3653,392,1.1585,23.363,-30.0333,-1.9447,387.6013,15.8017,169.3954,2.2417,3.1763,35.2453,15.6073,4.6487,16.3,-1152,-912,-1344,-1344,-656,16.3,-3356,-1884,-4012,-4061,-6439,16.3,-0.5227,-0.9383,-0.5037,-0.4947,-0.1134,16.3,0.0002,0.0001,0.0001,0.0,0.0
2862.8,-113.9367,16.3809,392,1.1592,23.363,-29.9889,-1.9448,387.7011,15.8152,169.3952,2.051,2.825,37.317,15.635,4.501,16.31,-1152,-920,-1355,-1333,-667,16.310000000000002,-3358,-1892,-4025,-4052,-6456,16.31,-0.5223,-0.946,-0.5074,-0.4904,-0.1151,16.31,0.0002,0.0001,0.0001,0.0,0.0
2863.7,-113.9933,16.3964,392,1.16,23.363,-29.9444,-1.9449,387.8008,15.8288,169.3949,1.8887,2.9637,37.871,15.491,4.6297,16.32,-1152,-928,-1365,-1323,-677,16.32,-3359,-1901,-4037,-4044,-6474,16.32,-0.522,-0.9537,-0.511,-0.4861,-0.1168,16.32,0.0002,0.0001,0.0001,0.0,0.0
2866.9,-114.05,16.412,392,1.1608,23.363,-29.9,-1.945,387.8998,15.8424,169.3947,1.7263,3.1023,38.425,15.347,4.7583,16.33,-1152,-936,-1376,-1312,-688,16.33,-3360,-1910,-4050,-4035,-6491,16.33,-0.5216,-0.9614,-0.5146,-0.4818,-0.1185,16.33,0.0002,0.0001,0.0001,0.0,0.0
2868.8,-114.115,16.4296,392,1.1617,23.3631,-29.7625,-1.9449,387.9989,15.8559,169.3946,1.564,3.241,38.979,15.203,4.887,16.34,-1152,-944,-1387,-1301,-699,16.34,-3362,-1918,-4063,-4026,-6508,16.34,-0.5213,-0.9692,-0.5182,-0.4776,-0.1202,16.34,0.0002,0.0001,0.0001,0.0,0.0
2869.0,-114.18,16.4472,392,1.1626,23.3632,-29.625,-1.9448,388.0979,15.8695,169.3944,1.956,3.2105,38.8748,15.2902,4.8485,16.35,-1152,-952,-1397,-1291,-709,16.35,-3364,-1926,-4075,-4018,-6526,16.35,-0.5209,-0.9769,-0.5218,-0.4733,-0.1219,16.35,0.0002,0.0001,0.0001,0.0,0.0
2869.3,-114.245,16.4649,392,1.1634,23.3634,-29.4875,-1.9446,388.2446,15.8897,169.3943,2.348,3.18,38.7705,15.3775,4.81,16.36,-1152,-960,-1408,-1280,-720,16.36,-3365,-1935,-4088,-4009,-6543,16.36,-0.5206,-0.9846,-0.5254,-0.469,-0.1236,16.36,0.0002,0.0001,0.0001,0.0,0.0
2874.3,-114.31,16.4825,392,1.1643,23.3635,-29.35,-1.9445,388.3913,15.9099,169.3943,2.74,3.1495,38.6662,15.4648,4.7715,16.3833,-1173,-1003,-1408,-1301,-752,16.383333333333333,-3390,-1979,-4092,-4034,-6588,16.3833,-0.5294,-1.0272,-0.5246,-0.4761,-0.1288,16.3833,0.0002,0.0001,0.0,0.0,0.0
2874.8,-114.375,16.5001,393,1.1652,23.3636,-29.2125,-1.9444,388.4891,15.9234,169.3944,3.132,3.119,38.562,15.552,4.733,16.4067,-1195,-1045,-1408,-1323,-784,16.406666666666666,-3414,-2022,-4096,-4060,-6633,16.4067,-0.5382,-1.0699,-0.5238,-0.4832,-0.134,16.4067,0.0002,0.0001,0.0,0.0,0.0
2877.3,-114.44,16.5178,393,1.166,23.3638,-29.075,-1.9442,388.5869,15.9369,169.3945,3.1415,3.2016,38.4604,15.6169,4.811,16.43,-1216,-1088,-1408,-1344,-816,16.43,-3439,-2066,-4100,-4085,-6678,16.43,-0.547,-1.1125,-0.523,-0.4903,-0.1392,16.43,0.0002,0.0001,0.0,0.0,0.0
2879.7,-114.505,16.5354,393,1.1669,23.3639,-28.9375,-1.9441,388.6847,15.9504,169.3946,3.151,3.2842,38.3588,15.6818,4.889,16.445,-1232,-1088,-1408,-1344,-820,16.445,-3457,-2067,-4103,-4088,-6692,16.445,-0.5536,-1.1116,-0.5225,-0.4898,-0.1396,16.445,0.0002,0.0001,0.0,0.0,0.0
2883.8,-114.57,16.553,393,1.1678,23.364,-28.8,-1.944,388.8313,15.9707,169.3949,3.1605,3.3669,38.2571,15.7466,4.967,16.46,-1248,-1088,-1408,-1344,-824,16.46,-3476,-2068,-4106,-4090,-6706,16.46,-0.5602,-1.1108,-0.5219,-0.4894,-0.1401,16.46,0.0002,0.0001,0.0,0.0,0.0
2885.0,-114.621,16.5672,393,1.1685,23.364,-28.82,-1.944,388.9779,15.991,169.3952,3.17,3.4495,38.1555,15.8115,5.045,16.475,-1264,-1088,-1408,-1344,-828,16.474999999999998,-3494,-2068,-4109,-4093,-6720,16.475,-0.5669,-1.1099,-0.5213,-0.4889,-0.1405,16.475,0.0002,0.0001,0.0,0.0,0.0
2885.3,-114.672,16.5814,393,1.1692,23.364,-28.84,-1.944,389.1245,16.0113,169.3958,3.1795,3.5321,38.0539,15.8764,5.123,16.49,-1280,-1088,-1408,-1344,-832,16.49,-3512,-2069,-4112,-4096,-6734,16.49,-0.5735,-1.1091,-0.5207,-0.4884,-0.141,16.49,0.0001,0.0001,0.0,0.0,0.0
2890.3,-114.723,16.5956,393,1.1699,23.364,-28.86,-1.944,389.271,16.0316,169.3963,3.189,3.6148,37.9522,15.9412,5.201,16.52,-1280,-1120,-1408,-1344,-848,16.52,-3517,-2102,-4118,-4102,-6770,16.52,-0.5722,-1.1399,-0.5197,-0.4874,-0.1432,16.52,0.0001,0.0001,0.0,0.0,0.0
2893.3,-114.774,16.6098,393,1.1706,23.364,-28.88,-1.944,389.3687,16.0451,169.3968,3.1985,3.6974,37.8506,16.0061,5.279,16.55,-1280,-1152,-1408,-1344,-864,16.55,-3522,-2136,-4123,-4107,-6805,16.55,-0.5709,-1.1707,-0.5186,-0.4864,-0.1454,16.55,0.0001,0.0001,0.0,0.0,0.0
2894.2,-114.825,16.624,394,1.1713,23.364,-28.9,-1.944,389.4665,16.0587,169.3973,3.208,3.78,37.749,16.071,5.357,16.564,-1280,-1165,-1408,-1344,-845,16.564,-3524,-2149,-4125,-4109,-6794,16.564,-0.5705,-1.183,-0.5182,-0.486,-0.142,16.564,0.0001,0.0001,0.0,0.0,0.0
2895.7,-114.876,16.6382,394,1.1721,23.364,-28.92,-1.944,389.5642,16.0722,169.3978,3.231,3.435,39.22,15.847,5.29,16.578,-1280,-1178,-1408,-1344,-826,16.578,-3526,-2163,-4127,-4111,-6782,16.578,-0.57,-1.1952,-0.5178,-0.4857,-0.1386,16.578,0.0001,0.0001,0.0,0.0,0.0
2898.8,-114.927,16.6524,394,1.1728,23.364,-28.94,-1.944,389.7108,16.0926,169.3987,3.254,3.09,40.691,15.623,5.223,16.592,-1280,-1190,-1408,-1344,-806,16.592000000000002,-3527,-2176,-4130,-4114,-6771,16.592,-0.5695,-1.2075,-0.5173,-0.4853,-0.1352,16.592,0.0001,0.0001,0.0,0.0,0.0
2901.0,-114.978,16.6666,394,1.1735,23.364,-28.96,-1.944,389.8573,16.1131,169.3996,3.167,2.9752,41.3385,15.435,5.1418,16.606,-1280,-1203,-1408,-1344,-787,16.606,-3529,-2190,-4132,-4116,-6759,16.606,-0.5691,-1.2198,-0.5169,-0.4849,-0.1318,16.606,0.0001,0.0001,0.0,0.0,0.0
2901.3,-115.029,16.6808,394,1.1742,23.364,-28.98,-1.944,389.9313,16.1234,169.4002,3.08,2.8605,41.986,15.247,5.0605,16.62,-1280,-1216,-1408,-1344,-768,16.62,-3531,-2203,-4134,-4118,-6748,16.62,-0.5686,-1.232,-0.5165,-0.4845,-0.1284,16.62,0.0001,0.0001,0.0,0.0,0.0
2903.3,-115.08,16.695,394,1.1749,23.364,-29.0,-1.944,390.0054,16.1336,169.4008,2.993,2.7457,42.6335,15.059,4.9792,16.635,-1296,-1248,-1408,-1344,-772,16.635,-3549,-2236,-4137,-4121,-6762,16.635,-0.5751,-1.2637,-0.5159,-0.484,-0.1289,16.635,0.0001,0.0001,0.0,0.0,0.0
2904.8,-115.1378,16.7109,394,1.1757,23.364,-29.0,-1.9441,390.0794,16.1439,169.4013,2.906,2.631,43.281,14.871,4.898,16.65,-1312,-1280,-1408,-1344,-776,16.65,-3568,-2268,-4140,-4124,-6776,16.65,-0.5817,-1.2955,-0.5154,-0.4835,-0.1293,16.65,0.0001,0.0001,0.0,0.0,0.0
2906.3,-115.1956,16.7268,394,1.1765,23.364,-29.0,-1.9442,390.1534,16.1542,169.4019,3.1587,2.4917,43.184,15.209,4.9523,16.665,-1328,-1312,-1408,-1344,-780,16.665,-3586,-2300,-4143,-4127,-6790,16.665,-0.5882,-1.3272,-0.5148,-0.4829,-0.1298,16.665,0.0001,0.0001,0.0,0.0,0.0
